"","v4_gene_model","v3_gene_model","V1"
"46308","Zm00001d051307","GRMZM2G129675","MSTRG.30994"
"46309","Zm00001d051308","GRMZM2G129569","MSTRG.30996"
"46316","Zm00001d051311","GRMZM2G096996","MSTRG.31002"
"46317","Zm00001d051313","GRMZM2G065021","MSTRG.30970"
"46318","Zm00001d051314","GRMZM2G180775","MSTRG.30972"
"46319","Zm00001d051315","GRMZM2G039810","MSTRG.30974"
"46320","Zm00001d051316","GRMZM2G063203","MSTRG.30979"
"46324","Zm00001d051320","GRMZM2G100716","MSTRG.31007"
"46328","Zm00001d051321","GRMZM2G163193","MSTRG.31013"
"46329","Zm00001d051323","GRMZM2G101687","MSTRG.31014"
"46331","Zm00001d051324","GRMZM2G178435","MSTRG.31016"
"46334","Zm00001d051325","GRMZM5G844309","MSTRG.31015"
"46335","Zm00001d051328","GRMZM2G377217","MSTRG.31020"
"46336","Zm00001d051329","GRMZM2G074173","MSTRG.31024"
"46337","Zm00001d051333","GRMZM2G082940","MSTRG.31028"
"46339","Zm00001d051334","GRMZM2G038243","MSTRG.31029"
"46340","Zm00001d051336","GRMZM2G037204","MSTRG.31031"
"46342","Zm00001d051337","GRMZM2G145226","MSTRG.31043"
"46344","Zm00001d051338","GRMZM2G145221","MSTRG.31044"
"46345","Zm00001d051339","GRMZM2G144638","MSTRG.31045"
"46346","Zm00001d051340","GRMZM2G319786","MSTRG.31047"
"46347","Zm00001d051342","GRMZM2G150710","MSTRG.31049"
"46348","Zm00001d051343","GRMZM2G150714","MSTRG.31041"
"46349","Zm00001d051344","GRMZM2G004180","MSTRG.31040"
"46350","Zm00001d051345","GRMZM2G043414","MSTRG.31051"
"46351","Zm00001d051349","AC204891.4_FG001","MSTRG.31033"
"46352","Zm00001d051350","GRMZM2G048621","Zm00001d051350"
"46354","Zm00001d051356","GRMZM2G072916","MSTRG.31039"
"46355","Zm00001d051359","GRMZM2G323719","MSTRG.31060"
"46356","Zm00001d051360","GRMZM2G026922","MSTRG.31059"
"46359","Zm00001d051361","GRMZM2G027052","MSTRG.31061"
"46360","Zm00001d051362","GRMZM2G027098","MSTRG.31065"
"46362","Zm00001d051365","GRMZM2G047128","MSTRG.31068"
"46363","Zm00001d051366","GRMZM2G059021","MSTRG.31069"
"46365","Zm00001d051367","GRMZM2G037334","MSTRG.31057"
"46366","Zm00001d051368","GRMZM2G148485","MSTRG.31055"
"46367","Zm00001d051370","GRMZM2G315079","Zm00001d051370"
"46368","Zm00001d051371","GRMZM2G114660","MSTRG.31054"
"46369","Zm00001d051373","GRMZM2G102502","MSTRG.31076"
"46371","Zm00001d051376","GRMZM2G342691","MSTRG.31078"
"46373","Zm00001d051377","GRMZM2G342649","MSTRG.31079"
"46374","Zm00001d051380","GRMZM2G174511","MSTRG.31082"
"46375","Zm00001d051382","GRMZM2G474229","MSTRG.31084"
"46376","Zm00001d051383","GRMZM2G174537","MSTRG.31085"
"46377","Zm00001d051384","GRMZM2G406313","MSTRG.31086"
"46378","Zm00001d051387","GRMZM2G098800","MSTRG.31072"
"46381","Zm00001d051388","GRMZM2G463471","MSTRG.31074"
"46382","Zm00001d051389","GRMZM2G163925","MSTRG.31075"
"46383","Zm00001d051392","GRMZM2G135893","MSTRG.31106"
"46384","Zm00001d051393","GRMZM2G435684","MSTRG.31107"
"46385","Zm00001d051395","GRMZM2G380242","MSTRG.31110"
"46386","Zm00001d051396","GRMZM2G080842","MSTRG.31111"
"46394","Zm00001d051397","GRMZM2G010488","MSTRG.31112"
"46396","Zm00001d051399","GRMZM2G310410","MSTRG.31113"
"46397","Zm00001d051403","GRMZM2G392975","MSTRG.31105"
"46400","Zm00001d051404","GRMZM2G093316","MSTRG.31125"
"46403","Zm00001d051405","GRMZM2G046348","MSTRG.31128"
"46405","Zm00001d051406","GRMZM2G046472","MSTRG.31122"
"46406","Zm00001d051409","GRMZM2G702626","MSTRG.31130"
"46407","Zm00001d051410","GRMZM2G399112","MSTRG.31131"
"46408","Zm00001d051411","GRMZM2G078299","MSTRG.31132"
"46409","Zm00001d051413","GRMZM2G047164","MSTRG.31135"
"46410","Zm00001d051415","GRMZM2G303244","MSTRG.31137"
"46412","Zm00001d051416","GRMZM2G004131","MSTRG.31138"
"46413","Zm00001d051418","GRMZM2G073738","MSTRG.31143"
"46414","Zm00001d051419","GRMZM2G073770","MSTRG.31144"
"46418","Zm00001d051420","GRMZM2G373522","MSTRG.31141"
"46420","Zm00001d051422","GRMZM2G080608","MSTRG.31091"
"46421","Zm00001d051427","GRMZM2G156785","MSTRG.31095"
"46422","Zm00001d051429","GRMZM2G102681","MSTRG.31098"
"46424","Zm00001d051430","GRMZM2G138407","MSTRG.31099"
"46425","Zm00001d051431","GRMZM2G084791","MSTRG.31148"
"46427","Zm00001d051435","GRMZM2G144158","MSTRG.31153"
"46428","Zm00001d051438","GRMZM2G114911","MSTRG.31157"
"46429","Zm00001d051439","GRMZM2G114998","MSTRG.31159"
"46431","Zm00001d051440","GRMZM2G100543","MSTRG.31151"
"46432","Zm00001d051441","GRMZM2G081829","MSTRG.31162"
"46435","Zm00001d051442","GRMZM2G394528","MSTRG.31164"
"46436","Zm00001d051447","GRMZM2G137029","MSTRG.31169"
"46439","Zm00001d051448","GRMZM2G301585","MSTRG.31171"
"46440","Zm00001d051451","GRMZM2G000520","MSTRG.31176"
"46441","Zm00001d051453","GRMZM2G030240","MSTRG.31181"
"46442","Zm00001d051454","GRMZM2G030106","MSTRG.31182"
"46443","Zm00001d051456","GRMZM2G124566","MSTRG.31184"
"46446","Zm00001d051457","GRMZM5G813909","MSTRG.31185"
"46447","Zm00001d051458","GRMZM2G118693","MSTRG.31186"
"46448","Zm00001d051459","GRMZM2G044627","MSTRG.31187"
"46449","Zm00001d051460","GRMZM2G044537","MSTRG.31189"
"46450","Zm00001d051461","GRMZM2G028438","MSTRG.31161"
"46452","Zm00001d051465","GRMZM2G003514","MSTRG.31194"
"46454","Zm00001d051466","GRMZM2G134072","MSTRG.31196"
"46455","Zm00001d051468","GRMZM2G134023","MSTRG.31190"
"46456","Zm00001d051471","AC216872.3_FG002","MSTRG.31201"
"46457","Zm00001d051472","GRMZM2G371486","MSTRG.31203"
"46458","Zm00001d051474","GRMZM2G528010","MSTRG.31206"
"46459","Zm00001d051475","GRMZM2G076683","MSTRG.31207"
"46460","Zm00001d051478","GRMZM2G084195","MSTRG.31202"
"46461","Zm00001d051479","GRMZM2G170289","MSTRG.31210"
"46463","Zm00001d051480","GRMZM2G170322","MSTRG.31211"
"46464","Zm00001d051482","GRMZM2G003953","MSTRG.31213"
"46465","Zm00001d051484","GRMZM2G057262","MSTRG.31216"
"46466","Zm00001d051485","GRMZM2G057171","MSTRG.31218"
"46467","Zm00001d051488","GRMZM5G873094","MSTRG.31221"
"46468","Zm00001d051495","GRMZM2G064626","MSTRG.31230"
"46469","Zm00001d051498","GRMZM2G081037","MSTRG.31234"
"46470","Zm00001d051499","GRMZM2G081172","MSTRG.31236"
"46472","Zm00001d051500","GRMZM2G378073","MSTRG.31237"
"46473","Zm00001d051501","GRMZM2G081285","MSTRG.31238"
"46474","Zm00001d051502","GRMZM2G081310","MSTRG.31239"
"46478","Zm00001d051503","GRMZM2G133146","MSTRG.31240"
"46480","Zm00001d051504","GRMZM2G146337","MSTRG.31244"
"46481","Zm00001d051505","GRMZM2G146422","MSTRG.31245"
"46482","Zm00001d051506","GRMZM2G081180","MSTRG.31247"
"46483","Zm00001d051508","GRMZM2G380605","MSTRG.31242"
"46484","Zm00001d051509","GRMZM2G091003","MSTRG.31255"
"46485","Zm00001d051511","GRMZM2G091044","MSTRG.31258"
"46487","Zm00001d051512","GRMZM2G390099","MSTRG.31260"
"46488","Zm00001d051513","GRMZM2G091069","MSTRG.31262"
"46490","Zm00001d051514","GRMZM2G004748","MSTRG.31254"
"46495","Zm00001d051515","AC185623.4_FG010","MSTRG.31266"
"46496","Zm00001d051516","GRMZM2G084035","MSTRG.31267"
"46497","Zm00001d051517","AC185623.4_FG012","MSTRG.31268"
"46498","Zm00001d051519","GRMZM5G895349","MSTRG.31270"
"46499","Zm00001d051520","GRMZM5G833253","MSTRG.31261"
"46500","Zm00001d051524","GRMZM2G414304","MSTRG.31253"
"46501","Zm00001d051525","GRMZM2G112456","MSTRG.31252"
"46502","Zm00001d051526","GRMZM2G112198","MSTRG.31271"
"46503","Zm00001d051527","GRMZM2G070865","MSTRG.31274"
"46506","Zm00001d051528","GRMZM2G054354","MSTRG.31275"
"46507","Zm00001d051528","GRMZM2G054522","MSTRG.31275"
"46513","Zm00001d051529","GRMZM2G054013","MSTRG.31276"
"46515","Zm00001d051532","GRMZM2G156472","MSTRG.31278"
"46516","Zm00001d051534","GRMZM2G350157","MSTRG.31281"
"46517","Zm00001d051535","GRMZM2G066615","MSTRG.31277"
"46519","Zm00001d051539","AC184172.3_FG001","MSTRG.31302"
"46520","Zm00001d051541","GRMZM2G333361","MSTRG.31304"
"46521","Zm00001d051542","GRMZM2G121210","MSTRG.31298"
"46523","Zm00001d051543","GRMZM2G121075","MSTRG.31305"
"46524","Zm00001d051544","GRMZM2G421513","MSTRG.31307"
"46525","Zm00001d051545","GRMZM2G106931","MSTRG.31308"
"46526","Zm00001d051546","GRMZM2G106795","MSTRG.31309"
"46527","Zm00001d051548","GRMZM2G012242","MSTRG.31311"
"46528","Zm00001d051549","GRMZM2G138686","MSTRG.31288"
"46529","Zm00001d051550","GRMZM2G138683","MSTRG.31290"
"46531","Zm00001d051551","GRMZM2G053071","MSTRG.31291"
"46532","Zm00001d051552","GRMZM2G147701","MSTRG.31289"
"46535","Zm00001d051553","GRMZM2G147780","MSTRG.31293"
"46537","Zm00001d051554","GRMZM2G126505","MSTRG.31287"
"46539","Zm00001d051556","GRMZM2G110192","MSTRG.31315"
"46542","Zm00001d051561","GRMZM2G110287","MSTRG.31322"
"46546","Zm00001d051562","GRMZM2G044834","MSTRG.31323"
"46547","Zm00001d051563","GRMZM2G050371","MSTRG.31324"
"46548","Zm00001d051565","GRMZM2G057031","MSTRG.31326"
"46550","Zm00001d051567","GRMZM2G076631","MSTRG.31329"
"46552","Zm00001d051568","GRMZM2G176340","MSTRG.31314"
"46553","Zm00001d051569","GRMZM2G176289","MSTRG.31330"
"46555","Zm00001d051572","GRMZM2G069422","MSTRG.31333"
"46556","Zm00001d051573","GRMZM2G069365","MSTRG.31334"
"46559","Zm00001d051576","GRMZM2G110483","MSTRG.31336"
"46561","Zm00001d051577","GRMZM2G589696","MSTRG.31337"
"46562","Zm00001d051583","GRMZM2G032024","MSTRG.31340"
"46563","Zm00001d051584","GRMZM2G119258","MSTRG.31335"
"46564","Zm00001d051585","GRMZM2G119311","MSTRG.31341"
"46565","Zm00001d051586","GRMZM2G029573","MSTRG.31342"
"46570","Zm00001d051587","GRMZM2G143804","Zm00001d051587"
"46571","Zm00001d051588","GRMZM2G361074","MSTRG.31312"
"46572","Zm00001d051589","GRMZM2G060947","MSTRG.31313"
"46576","Zm00001d051590","GRMZM2G172427","MSTRG.31359"
"46580","Zm00001d051591","GRMZM2G342515","MSTRG.31357"
"46581","Zm00001d051592","GRMZM2G045226","MSTRG.31360"
"46582","Zm00001d051594","GRMZM2G156054","MSTRG.31361"
"46583","Zm00001d051595","GRMZM2G156068","MSTRG.31362"
"46584","Zm00001d051596","GRMZM2G156301","MSTRG.31363"
"46586","Zm00001d051597","GRMZM2G576497","MSTRG.31364"
"46587","Zm00001d051598","GRMZM2G156307","MSTRG.31365"
"46588","Zm00001d051599","GRMZM2G156320","MSTRG.31366"
"46590","Zm00001d051600","GRMZM2G015875","MSTRG.31367"
"46593","Zm00001d051601","GRMZM2G349380","MSTRG.31368"
"46594","Zm00001d051605","GRMZM2G106137","MSTRG.31371"
"46595","Zm00001d051606","GRMZM2G476322","MSTRG.31373"
"46597","Zm00001d051607","GRMZM2G158093","MSTRG.31372"
"46599","Zm00001d051608","GRMZM2G157836","MSTRG.31376"
"46600","Zm00001d051609","GRMZM2G137696","MSTRG.31372"
"46601","Zm00001d051610","GRMZM2G438979","MSTRG.31381"
"46602","Zm00001d051611","GRMZM2G137673","MSTRG.31382"
"46603","Zm00001d051615","GRMZM2G022514","MSTRG.31387"
"46604","Zm00001d051617","GRMZM2G179651","MSTRG.31348"
"46605","Zm00001d051620","GRMZM2G179639","MSTRG.31347"
"46606","Zm00001d051626","GRMZM2G135085","Zm00001d051626"
"46607","Zm00001d051627","GRMZM2G042195","MSTRG.31356"
"46608","Zm00001d051628","GRMZM2G042356","MSTRG.31396"
"46609","Zm00001d051629","GRMZM2G042502","MSTRG.31398"
"46610","Zm00001d051630","AC190749.3_FG006","MSTRG.31399"
"46611","Zm00001d051631","GRMZM2G110119","MSTRG.31403"
"46612","Zm00001d051632","GRMZM2G110109","MSTRG.31404"
"46615","Zm00001d051634","GRMZM2G065030","MSTRG.31397"
"46616","Zm00001d051637","GRMZM2G061303","MSTRG.31410"
"46617","Zm00001d051642","AC195796.3_FG001","MSTRG.31417"
"46618","Zm00001d051643","GRMZM2G169911","MSTRG.31417"
"46619","Zm00001d051644","AC185226.4_FG001","MSTRG.31420"
"46620","Zm00001d051645","GRMZM2G325589","MSTRG.31421"
"46621","Zm00001d051650","GRMZM2G020775","MSTRG.31413"
"46623","Zm00001d051652","GRMZM2G005256","MSTRG.31426"
"46624","Zm00001d051653","GRMZM2G552956","MSTRG.31431"
"46625","Zm00001d051655","GRMZM2G118437","MSTRG.31422"
"46626","Zm00001d051658","GRMZM2G309847","MSTRG.31435"
"46627","Zm00001d051660","GRMZM2G309950","MSTRG.31437"
"46628","Zm00001d051661","GRMZM2G011085","MSTRG.31427"
"46629","Zm00001d051662","GRMZM2G011253","MSTRG.31438"
"46630","Zm00001d051663","GRMZM2G011624","MSTRG.31439"
"46631","Zm00001d051664","GRMZM2G072612","MSTRG.31428"
"46632","Zm00001d051666","GRMZM2G136139","MSTRG.31440"
"46634","Zm00001d051669","GRMZM2G077258","MSTRG.31441"
"46636","Zm00001d051670","GRMZM2G377161","MSTRG.31442"
"46637","Zm00001d051671","GRMZM2G048045","MSTRG.31444"
"46638","Zm00001d051675","GRMZM2G126865","MSTRG.31389"
"46639","Zm00001d051676","GRMZM2G126946","MSTRG.31391"
"46640","Zm00001d051677","GRMZM2G092182","MSTRG.31392"
"46642","Zm00001d051678","GRMZM2G092085","MSTRG.31393"
"46643","Zm00001d051680","GRMZM2G453379","Zm00001d051680"
"46644","Zm00001d051681","AC186147.3_FG008","MSTRG.31474"
"46645","Zm00001d051682","GRMZM2G453424","MSTRG.31473"
"46646","Zm00001d051683","GRMZM2G343449","MSTRG.31483"
"46647","Zm00001d051684","GRMZM2G042198","MSTRG.31484"
"46648","Zm00001d051685","GRMZM2G135186","MSTRG.31485"
"46649","Zm00001d051686","GRMZM2G135182","MSTRG.31487"
"46650","Zm00001d051687","GRMZM2G012814","MSTRG.31488"
"46651","Zm00001d051688","GRMZM2G010937","MSTRG.31489"
"46654","Zm00001d051689","GRMZM2G011015","MSTRG.31491"
"46655","Zm00001d051690","GRMZM2G411032","MSTRG.31493"
"46658","Zm00001d051691","GRMZM2G105522","MSTRG.31494"
"46659","Zm00001d051694","AC185504.4_FG002","MSTRG.31497"
"46660","Zm00001d051695","GRMZM2G124684","MSTRG.31501"
"46661","Zm00001d051696","GRMZM2G124667","MSTRG.31502"
"46662","Zm00001d051697","GRMZM2G124663","MSTRG.31503"
"46663","Zm00001d051699","GRMZM2G148534","MSTRG.31504"
"46665","Zm00001d051700","GRMZM2G449950","MSTRG.31500"
"46666","Zm00001d051702","GRMZM2G127548","MSTRG.31499"
"46671","Zm00001d051703","GRMZM2G427319","MSTRG.31507"
"46672","Zm00001d051704","GRMZM2G127524","MSTRG.31508"
"46675","Zm00001d051736","GRMZM2G122848","MSTRG.31540"
"46676","Zm00001d051739","GRMZM2G122846","MSTRG.31543"
"46679","Zm00001d051740","GRMZM2G122843","MSTRG.31537"
"46686","Zm00001d051741","GRMZM2G122811","MSTRG.31545"
"46688","Zm00001d051742","GRMZM2G122767","MSTRG.31547"
"46692","Zm00001d051746","GRMZM2G122715","MSTRG.31554"
"46693","Zm00001d051748","GRMZM2G021248","MSTRG.31556"
"46694","Zm00001d051749","GRMZM2G021339","MSTRG.31557"
"46695","Zm00001d051753","GRMZM2G166713","MSTRG.31564"
"46696","Zm00001d051754","GRMZM2G125268","MSTRG.31565"
"46699","Zm00001d051756","GRMZM2G125387","MSTRG.31567"
"46701","Zm00001d051759","GRMZM2G125455","MSTRG.31570"
"46702","Zm00001d051760","GRMZM2G125512","MSTRG.31572"
"46706","Zm00001d051761","GRMZM2G125544","MSTRG.31563"
"46708","Zm00001d051773","GRMZM2G161746","MSTRG.31584"
"46709","Zm00001d051776","GRMZM2G161735","MSTRG.31587"
"46710","Zm00001d051778","GRMZM2G461671","MSTRG.31588"
"46711","Zm00001d051779","GRMZM2G444623","MSTRG.31586"
"46712","Zm00001d051785","GRMZM2G380457","MSTRG.31596"
"46713","Zm00001d051787","GRMZM2G003501","MSTRG.31597"
"46715","Zm00001d051788","GRMZM2G055158","MSTRG.31600"
"46716","Zm00001d051789","AC185471.3_FG005","MSTRG.31602"
"46717","Zm00001d051790","GRMZM2G063473","MSTRG.31603"
"46721","Zm00001d051791","GRMZM2G063464","MSTRG.31605"
"46722","Zm00001d051793","GRMZM2G063426","MSTRG.31608"
"46723","Zm00001d051795","GRMZM2G362857","MSTRG.31609"
"46726","Zm00001d051796","GRMZM2G063316","MSTRG.31601"
"46727","Zm00001d051799","GRMZM2G063276","MSTRG.31610"
"46728","Zm00001d051800","GRMZM2G063220","MSTRG.31611"
"46729","Zm00001d051802","GRMZM2G015049","MSTRG.31613"
"46731","Zm00001d051803","GRMZM2G014854","MSTRG.31614"
"46732","Zm00001d051804","GRMZM2G036464","MSTRG.31599"
"46737","Zm00001d051806","GRMZM2G136996","MSTRG.31615"
"46738","Zm00001d051807","GRMZM2G168378","MSTRG.31607"
"46743","Zm00001d051808","GRMZM2G168369","MSTRG.31616"
"46744","Zm00001d051809","GRMZM2G168337","MSTRG.31617"
"46746","Zm00001d051810","GRMZM2G467934","MSTRG.31618"
"46747","Zm00001d051812","GRMZM2G125943","MSTRG.31513"
"46751","Zm00001d051814","GRMZM2G125991","MSTRG.31515"
"46752","Zm00001d051815","GRMZM2G029859","MSTRG.31518"
"46753","Zm00001d051829","GRMZM2G017852","MSTRG.31627"
"46754","Zm00001d051830","GRMZM2G017365","MSTRG.31628"
"46755","Zm00001d051831","GRMZM2G017324","MSTRG.31629"
"46756","Zm00001d051832","GRMZM2G017159","MSTRG.31625"
"46757","Zm00001d051833","GRMZM5G885045","MSTRG.31630"
"46758","Zm00001d051835","GRMZM2G347047","MSTRG.31632"
"46759","Zm00001d051836","GRMZM2G045294","MSTRG.31633"
"46761","Zm00001d051837","GRMZM2G045171","MSTRG.31634"
"46763","Zm00001d051838","GRMZM2G041799","MSTRG.31631"
"46764","Zm00001d051839","GRMZM2G344967","MSTRG.31636"
"46766","Zm00001d051840","GRMZM2G018947","MSTRG.31635"
"46767","Zm00001d051841","GRMZM2G019173","MSTRG.31637"
"46768","Zm00001d051842","GRMZM2G019177","MSTRG.31639"
"46769","Zm00001d051843","GRMZM2G019209","MSTRG.31640"
"46770","Zm00001d051846","GRMZM2G152278","MSTRG.31638"
"46772","Zm00001d051847","GRMZM2G455658","MSTRG.31643"
"46775","Zm00001d051848","GRMZM2G080497","MSTRG.31641"
"46777","Zm00001d051849","GRMZM2G383210","MSTRG.31646"
"46782","Zm00001d051850","GRMZM2G307088","MSTRG.31648"
"46783","Zm00001d051851","GRMZM2G006006","MSTRG.31650"
"46785","Zm00001d051854","GRMZM2G448241","MSTRG.31645"
"46786","Zm00001d051855","GRMZM2G147974","MSTRG.31654"
"46787","Zm00001d051856","GRMZM2G025867","MSTRG.31656"
"46789","Zm00001d051856","GRMZM2G025671","MSTRG.31656"
"46791","Zm00001d051859","GRMZM2G123818","MSTRG.31660"
"46793","Zm00001d051860","GRMZM2G123831","MSTRG.31662"
"46795","Zm00001d051861","GRMZM2G123887","MSTRG.31647"
"46797","Zm00001d051863","GRMZM2G024331","MSTRG.31666"
"46798","Zm00001d051864","GRMZM2G441687","MSTRG.31668"
"46800","Zm00001d051865","GRMZM2G140033","MSTRG.31669"
"46801","Zm00001d051866","GRMZM2G417682","MSTRG.31670"
"46802","Zm00001d051867","GRMZM2G118579","MSTRG.31671"
"46805","Zm00001d051869","GRMZM2G082222","MSTRG.31620"
"46807","Zm00001d051870","GRMZM2G082007","MSTRG.31621"
"46809","Zm00001d051871","GRMZM2G081965","MSTRG.31622"
"46811","Zm00001d051872","GRMZM2G081843","MSTRG.31623"
"46813","Zm00001d051873","GRMZM2G096343","MSTRG.31674"
"46814","Zm00001d051874","GRMZM2G544441","MSTRG.31676"
"46815","Zm00001d051875","GRMZM2G101754","MSTRG.31678"
"46816","Zm00001d051876","GRMZM2G085547","MSTRG.31682"
"46818","Zm00001d051879","GRMZM2G113950","MSTRG.31680"
"46821","Zm00001d051881","GRMZM2G008410","MSTRG.31681"
"46824","Zm00001d051883","GRMZM2G073954","MSTRG.31680"
"46826","Zm00001d051884","GRMZM2G143854","MSTRG.31690"
"46827","Zm00001d051885","GRMZM2G150648","MSTRG.31686"
"46832","Zm00001d051886","GRMZM2G098744","MSTRG.31695"
"46834","Zm00001d051887","GRMZM2G473411","MSTRG.31697"
"46835","Zm00001d051889","GRMZM2G075368","MSTRG.31699"
"46837","Zm00001d051891","GRMZM2G075499","MSTRG.31704"
"46838","Zm00001d051892","GRMZM2G075513","MSTRG.31692"
"46839","Zm00001d051893","GRMZM2G146207","MSTRG.31698"
"46840","Zm00001d051894","GRMZM2G146228","MSTRG.31706"
"46841","Zm00001d051896","GRMZM2G146234","MSTRG.31708"
"46842","Zm00001d051898","GRMZM2G112240","MSTRG.31709"
"46845","Zm00001d051899","GRMZM2G112229","MSTRG.31710"
"46846","Zm00001d051900","GRMZM2G042380","MSTRG.31711"
"46847","Zm00001d051901","GRMZM2G123544","MSTRG.31712"
"46848","Zm00001d051902","GRMZM2G123537","MSTRG.31713"
"46849","Zm00001d051905","GRMZM2G120964","MSTRG.31720"
"46850","Zm00001d051906","GRMZM2G471805","MSTRG.31721"
"46852","Zm00001d051908","GRMZM2G172214","MSTRG.31723"
"46853","Zm00001d051910","GRMZM2G142806","MSTRG.31717"
"46855","Zm00001d051911","GRMZM2G142768","MSTRG.31725"
"46859","Zm00001d051912","GRMZM2G142661","MSTRG.31719"
"46860","Zm00001d051913","GRMZM2G178801","MSTRG.31726"
"46863","Zm00001d051914","GRMZM2G479804","MSTRG.31727"
"46864","Zm00001d051915","GRMZM2G157369","MSTRG.31730"
"46866","Zm00001d051916","GRMZM2G157472","MSTRG.31731"
"46868","Zm00001d051917","GRMZM2G157522","MSTRG.31732"
"46869","Zm00001d051920","GRMZM2G410499","MSTRG.31734"
"46870","Zm00001d051923","GRMZM2G384780","MSTRG.31725"
"46871","Zm00001d051924","GRMZM2G084984","MSTRG.31737"
"46873","Zm00001d051925","GRMZM2G102163","MSTRG.31738"
"46879","Zm00001d051926","GRMZM2G102200","MSTRG.31740"
"46880","Zm00001d051927","GRMZM2G402319","MSTRG.31741"
"46881","Zm00001d051928","GRMZM2G102216","MSTRG.31742"
"46882","Zm00001d051929","GRMZM2G102230","MSTRG.31739"
"46885","Zm00001d051930","GRMZM2G102815","MSTRG.31743"
"46886","Zm00001d051932","GRMZM2G099097","MSTRG.31745"
"46887","Zm00001d051934","GRMZM2G099297","MSTRG.31746"
"46888","Zm00001d051936","GRMZM2G099376","MSTRG.31748"
"46889","Zm00001d051938","GRMZM2G099420","MSTRG.31750"
"46890","Zm00001d051939","GRMZM2G370815","MSTRG.31751"
"46891","Zm00001d051943","AC189280.3_FG001","MSTRG.31755"
"46892","Zm00001d051944","GRMZM2G466532","MSTRG.31756"
"46893","Zm00001d051945","GRMZM2G466545","MSTRG.31758"
"46894","Zm00001d051946","GRMZM2G164854","MSTRG.31759"
"46895","Zm00001d051948","GRMZM2G034005","MSTRG.31760"
"46897","Zm00001d051950","GRMZM2G062084","MSTRG.31762"
"46898","Zm00001d051951","GRMZM2G075124","MSTRG.31754"
"46899","Zm00001d051951","GRMZM2G075336","MSTRG.31754"
"46902","Zm00001d051952","GRMZM2G023899","MSTRG.31763"
"46903","Zm00001d051956","GRMZM2G140901","MSTRG.31767"
"46906","Zm00001d051966","GRMZM2G027302","MSTRG.31779"
"46907","Zm00001d051967","GRMZM2G364068","MSTRG.31780"
"46910","Zm00001d051976","GRMZM2G130043","MSTRG.31796"
"46911","Zm00001d051976","GRMZM2G130043","MSTRG.31797"
"46914","Zm00001d051977","GRMZM2G130002","MSTRG.31799"
"46915","Zm00001d051980","GRMZM2G178398","MSTRG.31800"
"46916","Zm00001d051981","GRMZM2G379005","MSTRG.31803"
"46918","Zm00001d051986","GRMZM2G162052","MSTRG.31804"
"46923","Zm00001d051987","GRMZM2G162007","MSTRG.31805"
"46924","Zm00001d051988","GRMZM2G108364","MSTRG.31807"
"46925","Zm00001d051989","GRMZM2G410487","MSTRG.31809"
"46926","Zm00001d051990","GRMZM2G108284","MSTRG.31810"
"46931","Zm00001d051995","GRMZM2G108712","MSTRG.31816"
"46932","Zm00001d052001","GRMZM2G054076","MSTRG.31818"
"46936","Zm00001d052007","GRMZM2G178972","MSTRG.31829"
"46937","Zm00001d052008","GRMZM2G178955","MSTRG.31830"
"46938","Zm00001d052009","GRMZM2G178919","MSTRG.31831"
"46939","Zm00001d052010","GRMZM2G125838","MSTRG.31832"
"46941","Zm00001d052015","GRMZM2G344376","MSTRG.31837"
